,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,Linear,RandomForest,GBR,DecisionTree,XGB
8654,-118.4,33.86,41,2237,597.0,938,523,4.7105,500001,<1H OCEAN,305351.28,435437.33,385362.03,378980.96,443429.56
15491,-117.18,33.15,7,6225,1683.0,5410,1580,2.32,117500,<1H OCEAN,126511.29,138387.0,164994.87,168772.6,138297.66
13506,-117.33,34.12,33,933,219.0,838,211,1.3417,69000,INLAND,51817.99,77547.0,75770.25,85332.9,66725.8
11448,-117.98,33.68,14,3396,477.0,1542,472,7.3982,369100,<1H OCEAN,336313.68,346251.01,327770.4,341611.11,340992.5
16140,-122.46,37.78,52,2051,552.0,1400,510,3.2396,375000,NEAR BAY,243214.24,409331.13,338747.53,476439.84,373633.09
1739,-122.33,37.97,45,1982,376.0,1179,398,3.5463,130800,NEAR BAY,228164.93,130614.0,166060.49,146496.77,140190.34
16974,-122.31,37.56,45,1792,301.0,829,318,4.9013,330100,NEAR OCEAN,302090.55,313431.0,310587.47,255983.21,280079.91
7944,-118.13,33.86,45,1866,343.0,919,344,3.5833,200200,<1H OCEAN,231089.06,172825.0,194211.47,154055.96,202740.61
3726,-118.42,34.18,30,1323,353.0,856,333,3.3594,202200,<1H OCEAN,210055.49,208219.01,213332.24,208552.89,199152.45
19728,-121.52,38.9,32,1650,313.0,802,284,2.9048,98200,INLAND,111174.21,102502.0,100736.61,104911.48,86705.79
18062,-121.99,37.26,29,2718,365.0,982,339,7.9234,500001,<1H OCEAN,394924.28,473839.3,441127.12,439519.95,466451.41
19544,-120.98,37.64,39,2617,659.0,2052,642,1.6952,65000,INLAND,87440.95,76835.0,70343.22,90980.88,76143.84
10296,-117.87,33.92,14,4039,669.0,1905,670,6.3303,303000,<1H OCEAN,296129.1,284006.01,289356.61,285827.16,294163.28
11005,-117.79,33.77,23,3596,451.0,1292,458,8.5403,451300,<1H OCEAN,389183.17,375682.02,394281.48,342963.33,404969.12
11395,-117.96,33.73,22,3479,455.0,1454,488,6.6324,347600,<1H OCEAN,315702.17,313217.02,308941.34,326551.91,329958.16
18472,-121.63,37.12,17,1830,398.0,1110,388,2.4821,248200,<1H OCEAN,167165.88,144529.01,179673.95,187412.12,180454.25
11346,-117.89,33.77,29,2577,445.0,1849,470,4.4732,194800,<1H OCEAN,223170.61,193866.0,202433.74,190356.46,198301.22
5800,-118.24,34.15,7,2063,670.0,1892,643,1.7301,202300,<1H OCEAN,119022.43,197176.01,142404.99,219795.75,159513.8
1398,-122.06,37.96,37,1784,313.0,788,304,4.2917,189600,NEAR BAY,246155.02,185068.0,200984.64,215104.76,175706.88
2176,-119.85,36.76,10,2067,450.0,845,354,1.8214,80100,INLAND,65603.42,64590.0,84353.44,59816.16,81393.39
6933,-118.09,34.01,36,1465,363.0,1538,342,3.5469,150600,<1H OCEAN,195252.56,191625.0,191711.98,217782.32,171533.27
9498,-123.73,39.17,20,4620,1042.0,1745,794,2.375,158800,NEAR OCEAN,209689.38,126299.0,172854.25,123260.0,148907.81
13160,-121.4,36.84,40,2352,536.0,1430,535,3.0912,155300,INLAND,182890.7,165952.0,129371.4,127012.72,163037.8
8101,-118.21,33.8,41,1251,279.0,1053,278,3.2778,150800,NEAR OCEAN,210890.45,183835.0,186824.92,240860.0,151326.75
2447,-119.62,36.56,30,1722,372.0,1467,403,1.8878,51600,INLAND,65952.08,55406.0,44527.94,59816.16,51574.95
20437,-118.81,34.25,4,9147,1827.0,3950,1661,5.716,320800,<1H OCEAN,327930.73,284501.02,283434.48,294855.1,283712.66
15215,-117.1,33.0,5,15502,2613.0,7417,2358,5.9094,261100,<1H OCEAN,270548.71,274817.01,261085.26,260215.79,281109.06
8621,-118.38,33.86,15,1778,311.0,908,330,7.674,329300,<1H OCEAN,363286.55,435015.44,423445.89,482267.56,422696.34
4825,-118.31,34.04,29,2038,578.0,2070,570,2.0658,214600,<1H OCEAN,143068.54,230302.01,185141.81,187412.12,246166.75
12589,-121.5,38.52,37,2008,466.0,1261,427,2.2574,59100,INLAND,102265.41,96623.0,89142.41,104911.48,89684.56
6425,-118.0,34.13,35,1005,224.0,742,221,3.5481,158100,INLAND,162283.04,228872.0,166865.38,258716.67,242700.45
8449,-118.35,33.91,19,1949,559.0,1282,498,2.7813,231300,<1H OCEAN,187497.11,225838.0,263914.06,313746.91,248195.64
2933,-118.98,35.37,36,1562,398.0,1223,329,0.9675,47100,INLAND,55737.34,51102.0,50962.45,59816.16,44742.27
10154,-117.9,33.88,28,2696,346.0,947,356,9.0055,375400,<1H OCEAN,415274.03,468992.56,443093.21,500001.0,455749.91
19711,-121.65,39.16,16,5022,1103.0,2087,956,2.3963,114800,INLAND,109204.78,98420.0,112233.92,122125.81,103006.43
2471,-119.81,36.6,24,2246,462.0,1291,394,2.4006,76400,INLAND,93090.93,71910.0,69480.03,71933.33,76371.81
6373,-118.02,34.15,44,2419,437.0,1045,432,3.875,280800,INLAND,196850.27,269304.0,186978.87,235920.0,273173.22
9049,-118.09,34.7,6,4558,804.0,1543,563,2.8548,138500,INLAND,109640.96,112980.0,98063.31,129980.0,123493.38
3428,-118.42,34.27,37,1024,246.0,1371,239,3.225,147500,<1H OCEAN,178777.27,155450.0,184645.31,208552.89,145139.61
4603,-118.32,34.07,52,2156,306.0,861,311,8.8062,500001,<1H OCEAN,439432.89,483385.78,490145.13,498312.46,493661.41
16016,-122.46,37.73,52,3547,506.0,1276,491,8.0069,426800,NEAR BAY,425308.8,489223.86,514998.32,498312.46,477496.31
12359,-116.53,33.78,18,2547,463.0,411,214,2.5489,220500,INLAND,95475.31,169073.0,132071.29,280500.2,193733.56
10046,-120.99,39.22,16,1497,275.0,737,243,2.8942,182500,INLAND,68839.24,135037.0,108609.46,122125.81,135388.0
13906,-116.47,34.07,22,5473,1234.0,2581,1098,1.9375,65300,INLAND,88699.28,81166.0,104076.81,85332.9,83485.13
54,-122.28,37.82,52,1170,235.0,701,233,1.6098,87500,NEAR BAY,162195.38,168556.03,144504.79,120507.89,117030.08
3092,-118.47,35.64,17,2248,535.0,927,427,1.3023,68500,INLAND,51813.14,85658.0,90414.99,59816.16,77648.44
5136,-118.26,33.97,46,1086,249.0,880,250,1.5962,95700,<1H OCEAN,146714.16,114538.0,145860.29,114761.98,83479.98
14644,-117.2,32.78,38,2662,498.0,1132,496,4.0057,241600,NEAR OCEAN,256423.76,326616.11,263547.27,192855.36,299571.19
3485,-118.55,34.28,16,8879,,3468,1200,8.1125,428600,<1H OCEAN,321727.34,407386.06,404882.8,439519.95,397481.75
11069,-117.86,33.84,19,1725,392.0,920,400,3.0087,159400,<1H OCEAN,181436.12,188886.0,181185.02,191577.65,191285.88
11008,-117.78,33.78,6,9792,1283.0,3744,1179,10.1714,481500,<1H OCEAN,424205.01,467747.19,448325.11,492363.12,460883.31
17832,-121.86,37.41,16,2938,589.0,1718,568,5.5073,178900,<1H OCEAN,281935.55,267278.0,268093.06,294855.1,242416.62
13383,-117.58,34.11,14,11635,2055.0,6443,2009,4.7547,157600,INLAND,170177.4,166660.0,200271.48,174972.86,188616.0
6412,-118.02,34.12,38,1778,288.0,870,281,6.5784,408500,INLAND,285742.93,406120.26,377247.87,353620.0,424126.22
15203,-117.08,32.93,5,14944,2490.0,6600,2407,6.0857,308300,<1H OCEAN,306330.49,270787.01,250531.54,260215.79,268110.5
13353,-117.62,34.02,16,2040,325.0,1207,324,5.0431,164100,INLAND,185594.11,169262.0,183828.42,174972.86,169467.12
14488,-117.25,32.86,27,2530,469.0,594,326,7.2821,500001,NEAR OCEAN,378612.29,432574.35,436554.88,485222.78,453451.0
16212,-121.32,37.96,47,1700,344.0,922,357,3.1845,87200,INLAND,159649.9,117163.0,109400.11,127012.72,101704.55
5559,-118.45,33.96,36,2723,547.0,1090,519,6.3267,500001,<1H OCEAN,350885.73,446216.4,447292.8,366783.25,463297.34
2152,-119.79,36.77,30,1610,410.0,1000,397,2.0357,60200,INLAND,90584.51,67727.0,70727.67,59816.16,66214.06
7468,-118.2,33.92,42,1411,314.0,1432,322,3.0871,138800,<1H OCEAN,188370.65,120041.0,148187.83,137552.94,107602.27
5896,-118.33,34.16,23,1359,428.0,770,380,3.4016,234600,<1H OCEAN,213526.89,234679.0,240715.69,208552.89,224965.45
7582,-118.24,33.89,34,1479,332.0,1166,322,2.6165,100900,<1H OCEAN,173668.12,116417.0,143524.3,137552.94,121274.68
2699,-115.38,32.81,35,1263,262.0,950,241,1.8958,67500,INLAND,56891.63,65038.0,53563.71,63440.35,55179.07
10315,-117.82,33.85,18,1810,305.0,1189,326,5.2227,213500,<1H OCEAN,244697.1,251108.0,235818.14,237522.89,230842.56
17978,-121.97,37.3,25,5463,1351.0,2758,1310,3.0079,277300,<1H OCEAN,253569.65,208087.0,231592.79,178946.55,228051.69
11758,-121.24,38.75,5,9137,1368.0,3667,1294,5.4896,229600,INLAND,184303.92,223580.0,198583.65,187458.11,201993.69
2398,-118.91,36.79,19,1616,324.0,187,80,3.7857,78600,INLAND,125083.82,132791.0,140436.92,239785.71,158304.17
16199,-121.27,37.95,43,557,165.0,573,144,1.7212,59000,INLAND,87512.45,71939.0,78196.92,100820.48,66833.55
16073,-122.49,37.75,52,2226,385.0,1177,416,4.8516,323800,NEAR OCEAN,305604.01,382721.13,388731.25,476439.84,381807.22
9517,-123.2,39.15,27,990,238.0,592,225,2.0074,96200,<1H OCEAN,149780.06,109721.0,120598.77,134641.56,91585.82
16996,-122.26,37.54,5,1649,388.0,779,376,6.9635,417300,NEAR BAY,343154.42,353672.08,358091.82,277280.0,370056.72
15264,-117.29,33.05,28,1146,338.0,672,292,3.1667,300000,NEAR OCEAN,206410.97,291051.11,221164.77,403893.28,234191.3
8628,-118.39,33.88,31,1448,244.0,607,259,8.1513,500001,<1H OCEAN,402116.03,491571.75,495760.02,475367.22,491502.09
7273,-118.24,33.99,28,312,89.0,498,87,2.4107,96400,<1H OCEAN,153211.68,129518.01,165260.29,128692.59,118351.52
11300,-117.92,33.77,28,3614,960.0,3282,889,3.522,190300,<1H OCEAN,192490.59,180234.0,197554.73,190356.46,191796.75
7985,-118.16,33.86,26,6607,1663.0,4066,1558,2.5068,156300,<1H OCEAN,207058.89,151575.0,167519.64,155190.32,142526.47
635,-122.16,37.71,36,666,132.0,366,134,3.4643,175000,NEAR BAY,217772.3,169484.0,203494.13,208552.89,162193.41
2339,-119.67,36.82,2,2579,376.0,1133,342,4.5577,123300,INLAND,139518.07,122876.0,147489.62,104696.36,115794.56
17053,-122.24,37.47,40,1504,270.0,689,287,6.1244,308800,NEAR OCEAN,347189.59,384108.15,393818.12,402283.67,379994.66
9279,-122.6,38.11,23,8642,1294.0,3594,1253,5.3962,301500,<1H OCEAN,289210.01,273514.0,262297.28,294855.1,296455.09
10416,-117.61,33.63,2,4678,817.0,1970,712,6.1078,219000,<1H OCEAN,282516.91,294001.03,276235.79,307672.96,267075.22
5160,-118.28,33.96,23,1983,611.0,2048,600,1.5313,91400,<1H OCEAN,122165.05,127411.0,153113.63,114761.98,124314.45
11108,-117.89,33.85,18,2036,414.0,1292,380,3.875,273000,<1H OCEAN,199977.07,185761.0,187521.99,190356.46,199579.03
18578,-121.77,36.93,24,1943,447.0,1844,461,3.0192,184300,<1H OCEAN,185446.74,180021.0,189223.9,178946.55,166545.36
12846,-121.37,38.68,36,1775,296.0,937,305,3.1786,83400,INLAND,122770.99,98575.0,102803.01,127012.72,100829.0
7623,-118.26,33.85,25,2324,326.0,1087,328,5.293,207000,<1H OCEAN,269769.13,271858.02,245930.25,237522.89,283500.22
334,-122.17,37.73,43,1473,371.0,1231,341,2.1587,86500,NEAR BAY,169301.84,118380.0,136414.53,101561.9,94474.74
9356,-122.54,37.96,44,1552,204.0,596,208,10.129,500001,NEAR BAY,489507.78,496791.96,468048.37,499760.87,460232.09
2539,-124.16,40.8,52,2416,618.0,1150,571,1.7308,80500,NEAR OCEAN,176471.75,78175.0,107605.04,181285.71,60695.82
17441,-120.45,34.66,7,3329,504.0,1462,452,4.7875,198300,NEAR OCEAN,273978.46,232909.05,247839.02,255593.96,191033.47
17403,-120.45,34.95,10,2207,644.0,2232,543,2.375,98500,<1H OCEAN,163848.82,135218.0,155857.06,187412.12,124403.7
15366,-117.17,33.34,15,3313,679.0,1022,564,2.7986,189900,<1H OCEAN,183413.48,154732.0,192065.76,148995.65,188661.95
8981,-118.42,34.0,33,1139,299.0,734,257,3.2708,325000,<1H OCEAN,210695.07,357785.09,280030.35,378980.96,299770.78
19823,-119.35,36.52,39,3027,608.0,2199,592,2.6445,62000,INLAND,95965.69,72153.0,76127.68,72856.96,64136.62
17688,-121.84,37.29,4,2937,648.0,1780,665,4.3851,160400,<1H OCEAN,235897.01,195703.0,244647.95,255593.96,197943.69
20099,-120.24,37.96,34,1747,395.0,935,362,1.625,79400,INLAND,58822.3,87866.0,82402.21,74278.15,89656.95
15795,-122.42,37.77,52,4226,1315.0,2619,1242,2.5755,325000,NEAR BAY,264881.23,389502.22,340851.38,397104.48,442512.81
10149,-117.91,33.9,27,829,114.0,383,133,9.3125,293500,<1H OCEAN,423432.86,473890.42,433342.01,443280.0,432805.34
20519,-121.53,38.58,33,4988,1169.0,2414,1075,1.9728,76400,INLAND,123597.5,90795.0,117316.17,90980.88,120618.2
16544,-121.23,37.8,11,2451,665.0,1155,533,2.2254,130800,INLAND,106579.6,122110.0,109334.98,122125.81,122674.83
10391,-117.65,33.58,2,2411,354.0,703,217,7.8061,331400,<1H OCEAN,341782.97,331333.01,394106.48,342963.33,347831.59
19557,-121.0,37.6,22,4412,925.0,3116,817,2.6899,82100,INLAND,92956.52,115407.0,104195.15,122125.81,110706.45
6553,-118.07,34.17,36,2415,394.0,1215,413,5.5418,326100,INLAND,243976.07,297723.01,211497.97,353620.0,265364.19
10579,-117.69,33.64,16,2592,372.0,1279,383,6.9741,262000,<1H OCEAN,314987.79,304075.0,319449.8,312104.55,300523.78
18454,-121.78,37.23,18,1747,317.0,1055,285,5.898,229100,<1H OCEAN,293168.41,264692.0,285278.05,285827.16,269284.47
17831,-121.85,37.4,23,1793,319.0,1145,310,5.5968,243200,<1H OCEAN,282731.97,245100.0,270480.44,259418.32,255932.48
16323,-121.32,37.98,20,1591,589.0,1916,536,1.3531,94600,INLAND,50937.33,88172.0,70981.0,105746.91,87158.58
8043,-118.16,33.84,36,2831,573.0,1462,569,3.8646,214600,<1H OCEAN,240837.85,181230.0,213426.81,154055.96,206848.81
6450,-118.04,34.12,44,2007,288.0,921,307,6.5989,500001,INLAND,292594.81,386887.15,372620.95,323757.14,425674.75
143,-122.21,37.8,50,2833,605.0,1260,552,2.8929,216700,NEAR BAY,228589.25,161499.01,208193.99,178946.55,186794.7
6018,-117.8,34.05,5,4536,1178.0,2485,909,4.1118,125900,<1H OCEAN,221451.67,206323.0,241368.97,190356.46,210593.75
12698,-121.43,38.61,33,2289,576.0,1100,503,2.1694,95700,INLAND,107697.28,91644.0,100496.71,74278.15,87218.13
9883,-121.8,36.72,14,2493,407.0,1296,418,5.4508,190000,<1H OCEAN,288132.71,271342.0,265701.01,259418.32,231581.28
855,-122.02,37.58,15,3052,760.0,2097,728,3.3617,178100,NEAR BAY,200683.57,221224.0,201016.72,236768.99,181301.5
19989,-119.32,36.19,11,1281,291.0,861,313,1.0962,72300,INLAND,28020.76,55795.0,58062.72,59816.16,65169.62
8086,-118.2,33.81,46,1388,254.0,742,241,4.6458,212100,NEAR OCEAN,276006.23,238197.0,261794.78,313060.0,217224.36
11354,-117.91,33.75,8,2346,679.0,3842,674,3.0635,160000,<1H OCEAN,104068.2,190382.0,163502.86,191577.65,154951.14
7142,-118.13,34.02,38,1243,310.0,788,286,2.5852,185100,<1H OCEAN,181412.3,149653.0,181140.59,137552.94,156038.78
9053,-118.12,34.7,7,4915,885.0,2833,874,4.3229,130000,INLAND,147801.28,129755.0,133017.94,136386.36,117914.27
15879,-122.41,37.75,52,2164,606.0,2034,513,2.0325,178100,NEAR BAY,175386.35,287606.02,248813.5,329255.67,252885.22
4381,-118.26,34.09,51,1532,366.0,669,333,3.6434,278800,<1H OCEAN,248888.21,344877.07,259045.47,398106.31,306084.0
1839,-122.29,37.92,36,1450,235.0,568,234,6.0,311400,NEAR BAY,318550.91,340853.05,310088.24,268760.0,253662.95
13432,-117.43,34.1,34,1345,265.0,834,290,3.7011,99500,INLAND,155676.04,107215.0,129805.06,114912.5,122388.97
10879,-117.9,33.71,16,4208,630.0,2592,662,6.1966,260500,<1H OCEAN,270161.09,270264.0,265940.84,285827.16,265021.75
8569,-118.43,33.9,27,1536,377.0,553,326,5.4088,500001,<1H OCEAN,305863.02,404905.27,373096.05,347335.08,437084.25
9756,-121.43,36.5,14,1835,468.0,1867,461,2.3879,129800,<1H OCEAN,152743.1,130467.0,165798.63,187412.12,145820.38
9591,-120.45,37.32,21,1318,202.0,618,197,4.8214,117800,INLAND,180878.34,137403.0,168425.18,146129.41,152204.83
5225,-118.25,33.93,40,975,270.0,1068,270,0.9889,87500,<1H OCEAN,113515.77,104889.0,123968.92,114761.98,86095.31
16109,-122.5,37.74,45,1771,349.0,1098,342,3.7552,296600,NEAR OCEAN,252696.02,347901.04,294101.51,476439.84,288718.72
1502,-122.04,37.95,29,866,138.0,341,133,4.7188,197100,NEAR BAY,250513.28,203166.0,204074.89,215104.76,204487.12
12111,-117.34,34.02,28,2683,708.0,2047,636,2.275,85400,INLAND,96606.11,107581.0,95542.7,110008.7,100238.16
7513,-118.26,33.9,38,1566,318.0,981,318,4.0234,111900,<1H OCEAN,238686.87,145930.0,193053.53,190835.07,151840.14
17407,-120.45,34.94,24,1702,447.0,1240,417,2.4091,115500,<1H OCEAN,197140.19,129121.0,157913.61,187412.12,117223.24
15448,-117.24,33.18,19,3337,565.0,1646,554,5.0195,200200,<1H OCEAN,249618.87,245628.01,230509.66,202551.35,225578.86
6595,-118.15,34.18,46,2230,488.0,1985,456,2.2328,142100,<1H OCEAN,148557.06,160960.0,139641.49,164853.33,151776.48
17135,-122.16,37.46,45,2068,348.0,844,366,6.227,417800,NEAR BAY,349581.2,406636.25,367777.17,455969.62,410143.78
11303,-117.95,33.78,9,3553,1035.0,2017,986,2.9726,133800,<1H OCEAN,209233.71,188603.0,198600.11,191577.65,178904.11
20353,-119.05,34.13,12,57,22.0,69,15,5.0066,275000,NEAR OCEAN,266498.37,316799.21,328831.94,264280.0,276705.59
5068,-118.3,33.98,44,1597,388.0,902,321,1.9556,93300,<1H OCEAN,170701.22,148170.0,187554.35,114761.98,124783.03
19460,-120.98,37.69,18,3176,468.0,1296,471,5.5684,185100,INLAND,215844.98,193926.0,213813.03,224516.67,221350.12
4588,-118.27,34.05,52,1292,864.0,2081,724,0.9563,275000,<1H OCEAN,155863.66,259424.05,185628.03,219795.75,273011.19
15634,-122.41,37.8,52,1866,748.0,2957,710,1.8295,243800,NEAR BAY,157012.75,267471.02,257165.51,242987.62,264718.22
6322,-117.98,33.99,26,3343,455.0,1429,457,7.0778,334300,<1H OCEAN,330753.2,383733.08,341221.35,341611.11,375926.97
17580,-121.93,37.31,26,2182,704.0,1638,704,2.8981,229800,<1H OCEAN,218224.84,216120.0,220235.51,178946.55,209872.03
12802,-121.44,38.61,33,1591,466.0,1000,418,1.0467,70100,INLAND,57235.31,69132.0,98187.31,74278.15,82600.16
9079,-118.28,34.76,19,3430,601.0,1817,571,4.7875,163600,INLAND,185019.42,152952.0,144487.02,146129.41,146022.84
15031,-117.02,32.79,36,2211,384.0,868,329,4.0491,147900,<1H OCEAN,239443.69,166709.0,182065.41,161297.89,179540.8
13711,-117.21,34.08,5,5749,1385.0,2382,1088,3.0587,143100,INLAND,148936.1,114232.0,141752.39,114912.5,122505.91
4501,-118.21,34.05,45,2146,607.0,2868,625,2.121,144000,<1H OCEAN,135873.07,184201.0,153036.43,187412.12,144169.14
16515,-121.22,37.8,37,1038,222.0,521,211,2.125,91900,INLAND,107698.02,96707.0,84077.53,100820.48,94817.6
15755,-122.45,37.77,52,2645,626.0,1275,553,3.35,492900,NEAR BAY,257524.34,453906.41,360088.62,476439.84,399173.69
17858,-121.87,37.46,43,91,12.0,58,16,15.0001,500001,<1H OCEAN,678343.35,491151.89,466801.3,488100.86,468754.56
4882,-118.26,34.02,38,980,285.0,1308,310,1.5652,123100,<1H OCEAN,126959.55,180658.0,148605.17,187412.12,121637.05
14363,-117.23,32.73,35,2914,683.0,1562,638,2.5259,240200,NEAR OCEAN,202664.63,239939.0,203522.19,277953.85,193331.66
5700,-118.25,34.23,41,1979,496.0,1157,459,4.4083,217700,<1H OCEAN,261989.97,214603.01,243892.8,226591.39,260970.3
8203,-118.15,33.78,17,1584,435.0,904,406,2.0875,181300,NEAR OCEAN,160462.38,147449.0,169434.49,166488.04,140737.27
12042,-117.48,33.91,22,3611,666.0,1869,649,4.2207,141100,INLAND,173621.36,175262.0,160351.77,155895.71,155036.3
18954,-122.06,38.26,36,1248,221.0,672,222,3.3839,105900,INLAND,160835.81,131867.0,107340.3,127012.72,118100.69
14261,-117.12,32.7,36,1011,253.0,763,226,1.8187,84100,NEAR OCEAN,153534.12,160072.0,146535.41,125689.25,125244.48
17548,-121.87,37.35,27,3500,1036.0,3019,955,2.9222,153700,<1H OCEAN,201262.97,188812.0,210577.13,178946.55,185917.5
7852,-118.15,33.88,24,4232,1092.0,2688,1035,2.52,146000,<1H OCEAN,190312.2,155252.0,175394.89,137552.94,150812.08
9284,-122.55,38.07,5,1495,235.0,555,201,6.7232,345000,NEAR BAY,314252.46,332714.07,346207.01,326551.91,312970.56
6400,-118.05,34.13,23,3264,729.0,1475,668,3.735,218300,INLAND,186562.26,269557.0,216517.22,307560.0,262500.47
2807,-119.02,35.43,39,2033,370.0,956,379,3.1736,70700,INLAND,154552.0,82175.0,99306.1,88206.77,89186.05
15919,-122.42,37.73,52,3230,654.0,1765,611,3.3333,292300,NEAR BAY,242622.79,412898.2,332709.87,445070.6,354861.31
9320,-122.53,37.97,52,1560,451.0,700,419,2.5125,270800,NEAR BAY,226287.69,210538.0,229015.57,260333.33,254931.22
264,-122.21,37.78,44,1729,414.0,1240,393,2.3125,102800,NEAR BAY,181324.31,126353.0,146858.76,134641.56,125002.3
13564,-117.29,34.15,42,1811,345.0,856,352,2.9667,97000,INLAND,137478.94,86925.0,107480.68,93384.81,97703.6
11449,-117.98,33.68,24,4177,,1704,606,6.2473,281900,<1H OCEAN,299933.93,285066.0,291395.6,285827.16,301460.84
18937,-122.18,38.17,7,4093,651.0,2228,646,5.2523,161300,NEAR BAY,233152.99,207202.0,220739.94,294855.1,200479.86
11422,-117.98,33.71,24,3430,548.0,1601,512,5.6825,264600,<1H OCEAN,284328.56,271626.0,271897.53,237522.89,279940.91
3148,-118.34,35.27,10,2939,605.0,1167,446,2.3917,79000,INLAND,87157.68,84303.0,92411.37,61130.23,90944.96
12678,-121.38,38.55,23,2790,430.0,1407,460,4.3288,133700,INLAND,155668.84,132283.0,141266.81,163773.72,148232.47
4280,-118.32,34.09,32,563,191.0,626,185,2.0341,250000,<1H OCEAN,150304.8,212244.0,190593.52,187412.12,223608.17
12481,-121.5,38.58,5,761,306.0,2031,295,0.7526,162500,INLAND,-35898.15,168712.0,59087.55,105746.91,230773.97
5826,-118.3,34.19,52,1704,277.0,746,262,4.7986,326100,<1H OCEAN,279341.7,287391.04,287670.8,308300.0,303408.84
12371,-116.42,33.76,14,16921,2837.0,2524,1262,7.6281,341700,INLAND,380851.49,301082.0,291582.35,275762.5,337112.72
5773,-118.27,34.15,14,1744,536.0,1494,531,3.2171,230800,<1H OCEAN,184887.59,215953.0,193171.76,208552.89,182374.86
6143,-117.98,34.1,22,5661,1209.0,5389,1178,3.7727,159700,INLAND,100312.33,334416.0,189889.18,307560.0,242554.09
2708,-115.64,32.8,23,1228,235.0,569,235,3.1667,125000,INLAND,112733.1,84700.01,117454.91,81606.67,101158.65
2053,-119.73,36.68,32,755,205.0,681,207,1.7986,49300,INLAND,72430.7,58305.0,59444.9,59816.16,55138.18
9004,-118.6,34.13,20,14291,1934.0,5452,1875,9.1232,472000,<1H OCEAN,421816.05,484859.77,501841.91,486360.8,487921.25
4818,-118.3,34.04,50,1757,522.0,2080,488,1.7225,180000,<1H OCEAN,143465.2,209042.0,176887.0,187412.12,231119.3
16671,-120.68,35.25,16,4208,897.0,1634,806,2.2868,233700,NEAR OCEAN,217814.53,227045.0,215209.98,219795.75,194224.56
16982,-122.3,37.56,36,1379,228.0,750,227,5.5381,282000,NEAR OCEAN,310402.52,322973.08,305838.74,423066.94,257348.23
3067,-119.25,35.77,35,1618,378.0,1449,398,1.6786,56500,INLAND,74594.85,51579.0,44527.94,59816.16,46025.5
